cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
28,"F""_""23",1.1.0004,0,0.0,0.0,0.0,2630.0,65.0,0.0,N,N,S,S,S,S,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
28,"F""_""23",1.2.0005,N,IMP3CAD,PAINEL 3F1B LAP,LAMINA DE BORDA PVC BRANCO TX 22X5                ,UN,M ,5.51,0.0,0.0,0.0,0.0,20,1774234800000,21:15:50,1774234800000,,,,400,2,100,2,0,IMP3CAD,,5260.0,130.0,0.0,,S,N,N,S,S,S,S,0.0,,0,0,N,0.0,PDM,113001
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
28,"F""_""23",1.2.0005,0,0.0,0.0,0.0,5260.0,130.0,0.0,N,N,S,S,S,S,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
29,"F""_""24",1.1.0004,N,IMP3CAD,PAINEL 3F1B LAP,MDF MELAMINA BRANCO TX 18MM                       ,UN,M2,0.1365,0.0,0.0,0.0,0.0,10,1774234800000,21:15:50,1774234800000,,,,400,2,100,1,0,IMP3CAD,,50.0,2730.0,0.0,,S,N,N,S,S,S,S,0.0,,0,0,N,0.0,PDM,113002
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
29,"F""_""24",1.1.0004,0,0.0,0.0,0.0,50.0,2730.0,0.0,N,N,S,S,S,S,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
29,"F""_""24",1.2.0005,N,IMP3CAD,PAINEL 3F1B LAP,LAMINA DE BORDA PVC BRANCO TX 22X5                ,UN,M ,5.68,0.0,0.0,0.0,0.0,20,1774234800000,21:15:50,1774234800000,,,,400,2,100,2,0,IMP3CAD,,100.0,5460.0,0.0,,S,N,N,S,S,S,S,0.0,,0,0,N,0.0,PDM,113002
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
29,"F""_""24",1.2.0005,0,0.0,0.0,0.0,100.0,5460.0,0.0,N,N,S,S,S,S,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
30,"F""_""28",1.1.0004,N,IMP3CAD,BASE INF,MDF MELAMINA BRANCO TX 18MM                       ,UN,M2,0.242,0.0,0.0,0.0,0.0,10,1774234800000,21:15:51,1774234800000,,,,400,2,100,1,0,IMP3CAD,,484.0,500.0,0.0,,S,N,N,S,S,N,N,0.0,,0,0,N,0.0,PDM,692001
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
30,"F""_""28",1.1.0004,0,0.0,0.0,0.0,484.0,500.0,0.0,N,N,S,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
30,"F""_""28",1.2.0005,N,IMP3CAD,BASE INF,LAMINA DE BORDA PVC BRANCO TX 22X5                ,UN,M ,1.028,0.0,0.0,0.0,0.0,20,1774234800000,21:15:51,1774234800000,,,,400,2,100,2,0,IMP3CAD,,968.0,0.0,0.0,,S,N,N,S,S,N,N,0.0,,0,0,N,0.0,PDM,692001
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
30,"F""_""28",1.2.0005,0,0.0,0.0,0.0,968.0,0.0,0.0,N,N,S,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
30,"F""_""28",1.3.0011,N,IMP3CAD,BASE INF,COLA HOT MELT ALTA TEMPERATURA BRANCA             ,UN,KG,0.0082,0.0,0.0,0.0,0.0,40,1774234800000,21:15:51,1774234800000,,,,400,2,100,3,0,IMP3CAD,,484.0,500.0,0.0,,S,N,N,S,S,N,N,0.0,,0,0,N,0.0,PDM,692001
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
30,"F""_""28",1.3.0011,0,0.0,0.0,0.0,484.0,500.0,0.0,S,N,S,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
31,"F""_""29",1.1.0004,N,IMP3CAD,BAS INTERMEDIARIA,MDF MELAMINA BRANCO TX 18MM                       ,UN,M2,0.2333,0.0,0.0,0.0,0.0,10,1774234800000,21:15:51,1774234800000,,,,400,2,100,1,0,IMP3CAD,,484.0,482.0,0.0,,S,N,N,N,S,N,N,0.0,,0,0,N,0.0,PDM,100005
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
31,"F""_""29",1.1.0004,0,0.0,0.0,0.0,484.0,482.0,0.0,N,N,N,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
31,"F""_""29",1.2.0005,N,IMP3CAD,BAS INTERMEDIARIA,LAMINA DE BORDA PVC BRANCO TX 22X5                ,UN,M ,0.514,0.0,0.0,0.0,0.0,20,1774234800000,21:15:51,1774234800000,,,,400,2,100,2,0,IMP3CAD,,484.0,0.0,0.0,,S,N,N,N,S,N,N,0.0,,0,0,N,0.0,PDM,100005
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
31,"F""_""29",1.2.0005,0,0.0,0.0,0.0,484.0,0.0,0.0,N,N,N,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
31,"F""_""29",1.3.0011,N,IMP3CAD,BAS INTERMEDIARIA,COLA HOT MELT ALTA TEMPERATURA BRANCA             ,UN,KG,0.0041,0.0,0.0,0.0,0.0,40,1774234800000,21:15:52,1774234800000,,,,400,2,100,3,0,IMP3CAD,,484.0,482.0,0.0,,S,N,N,N,S,N,N,0.0,,0,0,N,0.0,PDM,100005
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
31,"F""_""29",1.3.0011,0,0.0,0.0,0.0,484.0,482.0,0.0,S,N,N,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
32,"F""_""30",1.1.0004,N,IMP3CAD,BAS INTERMEDIARIA,MDF MELAMINA BRANCO TX 18MM                       ,UN,M2,0.2333,0.0,0.0,0.0,0.0,10,1774234800000,21:15:52,1774234800000,,,,400,2,100,1,0,IMP3CAD,,484.0,482.0,0.0,,S,N,N,N,S,N,N,0.0,,0,0,N,0.0,PDM,100006
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
32,"F""_""30",1.1.0004,0,0.0,0.0,0.0,484.0,482.0,0.0,N,N,N,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
32,"F""_""30",1.2.0005,N,IMP3CAD,BAS INTERMEDIARIA,LAMINA DE BORDA PVC BRANCO TX 22X5                ,UN,M ,0.514,0.0,0.0,0.0,0.0,20,1774234800000,21:15:52,1774234800000,,,,400,2,100,2,0,IMP3CAD,,484.0,0.0,0.0,,S,N,N,N,S,N,N,0.0,,0,0,N,0.0,PDM,100006
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
32,"F""_""30",1.2.0005,0,0.0,0.0,0.0,484.0,0.0,0.0,N,N,N,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
32,"F""_""30",1.3.0011,N,IMP3CAD,BAS INTERMEDIARIA,COLA HOT MELT ALTA TEMPERATURA BRANCA             ,UN,KG,0.0041,0.0,0.0,0.0,0.0,40,1774234800000,21:15:52,1774234800000,,,,400,2,100,3,0,IMP3CAD,,484.0,482.0,0.0,,S,N,N,N,S,N,N,0.0,,0,0,N,0.0,PDM,100006
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
32,"F""_""30",1.3.0011,0,0.0,0.0,0.0,484.0,482.0,0.0,S,N,N,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
33,"F""_""31",1.1.0004,N,IMP3CAD,BAS INTERMEDIARIA,MDF MELAMINA BRANCO TX 18MM                       ,UN,M2,0.2333,0.0,0.0,0.0,0.0,10,1774234800000,21:15:52,1774234800000,,,,400,2,100,1,0,IMP3CAD,,484.0,482.0,0.0,,S,N,N,N,S,N,N,0.0,,0,0,N,0.0,PDM,100007
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
33,"F""_""31",1.1.0004,0,0.0,0.0,0.0,484.0,482.0,0.0,N,N,N,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
33,"F""_""31",1.2.0005,N,IMP3CAD,BAS INTERMEDIARIA,LAMINA DE BORDA PVC BRANCO TX 22X5                ,UN,M ,0.514,0.0,0.0,0.0,0.0,20,1774234800000,21:15:52,1774234800000,,,,400,2,100,2,0,IMP3CAD,,484.0,0.0,0.0,,S,N,N,N,S,N,N,0.0,,0,0,N,0.0,PDM,100007
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
33,"F""_""31",1.2.0005,0,0.0,0.0,0.0,484.0,0.0,0.0,N,N,N,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
33,"F""_""31",1.3.0011,N,IMP3CAD,BAS INTERMEDIARIA,COLA HOT MELT ALTA TEMPERATURA BRANCA             ,UN,KG,0.0041,0.0,0.0,0.0,0.0,40,1774234800000,21:15:52,1774234800000,,,,400,2,100,3,0,IMP3CAD,,484.0,482.0,0.0,,S,N,N,N,S,N,N,0.0,,0,0,N,0.0,PDM,100007
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
33,"F""_""31",1.3.0011,0,0.0,0.0,0.0,484.0,482.0,0.0,S,N,N,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
34,"F""_""32",1.1.0004,N,IMP3CAD,BAS INTERMEDIARIA,MDF MELAMINA BRANCO TX 18MM                       ,UN,M2,0.2333,0.0,0.0,0.0,0.0,10,1774234800000,21:15:52,1774234800000,,,,400,2,100,1,0,IMP3CAD,,484.0,482.0,0.0,,S,N,N,N,S,N,N,0.0,,0,0,N,0.0,PDM,100008
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
34,"F""_""32",1.1.0004,0,0.0,0.0,0.0,484.0,482.0,0.0,N,N,N,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
34,"F""_""32",1.2.0005,N,IMP3CAD,BAS INTERMEDIARIA,LAMINA DE BORDA PVC BRANCO TX 22X5                ,UN,M ,0.514,0.0,0.0,0.0,0.0,20,1774234800000,21:15:52,1774234800000,,,,400,2,100,2,0,IMP3CAD,,484.0,0.0,0.0,,S,N,N,N,S,N,N,0.0,,0,0,N,0.0,PDM,100008
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
34,"F""_""32",1.2.0005,0,0.0,0.0,0.0,484.0,0.0,0.0,N,N,N,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
34,"F""_""32",1.3.0011,N,IMP3CAD,BAS INTERMEDIARIA,COLA HOT MELT ALTA TEMPERATURA BRANCA             ,UN,KG,0.0041,0.0,0.0,0.0,0.0,40,1774234800000,21:15:53,1774234800000,,,,400,2,100,3,0,IMP3CAD,,484.0,482.0,0.0,,S,N,N,N,S,N,N,0.0,,0,0,N,0.0,PDM,100008
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
34,"F""_""32",1.3.0011,0,0.0,0.0,0.0,484.0,482.0,0.0,S,N,N,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
35,"F""_""33",1.1.0004,N,IMP3CAD,BAS INTERMEDIARIA,MDF MELAMINA BRANCO TX 18MM                       ,UN,M2,0.2333,0.0,0.0,0.0,0.0,10,1774234800000,21:15:53,1774234800000,,,,400,2,100,1,0,IMP3CAD,,484.0,482.0,0.0,,S,N,N,N,S,N,N,0.0,,0,0,N,0.0,PDM,100009
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
35,"F""_""33",1.1.0004,0,0.0,0.0,0.0,484.0,482.0,0.0,N,N,N,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
35,"F""_""33",1.2.0005,N,IMP3CAD,BAS INTERMEDIARIA,LAMINA DE BORDA PVC BRANCO TX 22X5                ,UN,M ,0.514,0.0,0.0,0.0,0.0,20,1774234800000,21:15:53,1774234800000,,,,400,2,100,2,0,IMP3CAD,,484.0,0.0,0.0,,S,N,N,N,S,N,N,0.0,,0,0,N,0.0,PDM,100009
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
35,"F""_""33",1.2.0005,0,0.0,0.0,0.0,484.0,0.0,0.0,N,N,N,S,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
35,"F""_""33",1.3.0011,N,IMP3CAD,BAS INTERMEDIARIA,COLA HOT MELT ALTA TEMPERATURA BRANCA             ,UN,KG,0.0041,0.0,0.0,0.0,0.0,40,1774234800000,21:15:53,1774234800000,,,,400,2,100,3,0,IMP3CAD,,484.0,482.0,0.0,,S,N,N,N,S,N,N,0.0,,0,0,N,0.0,PDM,100009
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
35,"F""_""33",1.3.0011,0,0.0,0.0,0.0,484.0,482.0,0.0,S,N,N,S,N,N,,0.0,1
