cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
1,5.8.1130,P_1,N,IMP3CAD,PRATELEIRA MDF 18MM BRANCO TX COM LED ,Bancada Base,UN,UN,1.0,0.0,0.0,0.0,0.0,40,1774321200000,16:47:08,1774321200000,,,,500,8,400,1,0,IMP3CAD,,0.0,0.0,0.0,,N,N,N,N,N,N,N,0.0,,0,0,S,0.0,PDM,
2,P_1,F_1,N,IMP3CAD,Bancada Base,BAS SUP,UN,UN,1.0,0.0,0.0,0.0,0.0,40,1774321200000,16:47:09,1774321200000,,,,400,1,400,2,0,IMP3CAD,,0.0,0.0,0.0,,N,N,N,N,N,N,N,0.0,,0,0,S,0.0,PDM,
2,P_1,F_2,N,IMP3CAD,Bancada Base,BAS SUP,UN,UN,1.0,0.0,0.0,0.0,0.0,40,1774321200000,16:47:09,1774321200000,,,,400,1,400,2,0,IMP3CAD,,0.0,0.0,0.0,,N,N,N,N,N,N,N,0.0,,0,0,S,0.0,PDM,
1,5.8.1130,P_2,N,IMP3CAD,PRATELEIRA MDF 18MM BRANCO TX COM LED ,FONTE PARA FITA DE LED,UN,UN,1.0,0.0,0.0,0.0,0.0,40,1774321200000,16:47:09,1774321200000,,,,500,8,400,1,0,IMP3CAD,,0.0,0.0,0.0,,N,N,N,N,N,N,N,0.0,,0,0,S,0.0,PDM,
3,P_2,F_3,N,IMP3CAD,FONTE PARA FITA DE LED,KIT ILUMINAÇÃO FONTE,UN,UN,1.0,0.0,0.0,0.0,0.0,40,1774321200000,16:47:09,1774321200000,,,,400,1,400,2,0,IMP3CAD,,0.0,0.0,0.0,,N,N,N,N,N,N,N,0.0,,0,0,S,0.0,PDM,
1,5.8.1130,P_3,N,IMP3CAD,PRATELEIRA MDF 18MM BRANCO TX COM LED ,FITA LED,UN,UN,1.0,0.0,0.0,0.0,0.0,40,1774321200000,16:47:09,1774321200000,,,,500,8,400,1,0,IMP3CAD,,0.0,0.0,0.0,,N,N,N,N,N,N,N,0.0,,0,0,S,0.0,PDM,
4,P_3,F_4,N,IMP3CAD,FITA LED,KIT LED,UN,UN,1.0,0.0,0.0,0.0,0.0,40,1774321200000,16:47:10,1774321200000,,,,400,1,400,2,0,IMP3CAD,,0.0,0.0,0.0,,N,N,N,N,N,N,N,0.0,,0,0,S,0.0,PDM,
1,5.8.1130,P_4,N,IMP3CAD,PRATELEIRA MDF 18MM BRANCO TX COM LED ,FONTE PARA FITA DE LED,UN,UN,1.0,0.0,0.0,0.0,0.0,40,1774321200000,16:47:10,1774321200000,,,,500,8,400,1,0,IMP3CAD,,0.0,0.0,0.0,,N,N,N,N,N,N,N,0.0,,0,0,S,0.0,PDM,
5,P_4,F_5,N,IMP3CAD,FONTE PARA FITA DE LED,KIT ILUMINAÇÃO FONTE,UN,UN,1.0,0.0,0.0,0.0,0.0,40,1774321200000,16:47:10,1774321200000,,,,400,1,400,2,0,IMP3CAD,,0.0,0.0,0.0,,N,N,N,N,N,N,N,0.0,,0,0,S,0.0,PDM,
7,F_1,1.1.0004,N,IMP3CAD,BAS SUP,MDF MELAMINA BRANCO TX 18MM                       ,UN,M2,0.2819,0.0,0.0,0.0,0.0,10,1774321200000,16:47:10,1774321200000,,,,400,2,100,1,0,IMP3CAD,,1375.0,205.0,0.0,,S,N,N,S,S,S,S,0.0,,0,0,N,0.0,PDM,693000
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
7,F_1,1.1.0004,0,0.0,0.0,0.0,1375.0,205.0,0.0,N,N,S,S,S,S,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
7,F_1,1.2.0004,N,IMP3CAD,BAS SUP,LAMINA DE BORDA PVC BRANCO TX 45X5                ,UN,M ,3.28,0.0,0.0,0.0,0.0,20,1774321200000,16:47:10,1774321200000,,,,400,2,100,2,0,IMP3CAD,,2750.0,410.0,0.0,,S,N,N,S,S,S,S,0.0,,0,0,N,0.0,PDM,693000
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
7,F_1,1.2.0004,0,0.0,0.0,0.0,2750.0,410.0,0.0,N,N,S,S,S,S,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
7,F_1,1.3.0011,N,IMP3CAD,BAS SUP,COLA HOT MELT ALTA TEMPERATURA BRANCA             ,UN,KG,0.0262,0.0,0.0,0.0,0.0,40,1774321200000,16:47:10,1774321200000,,,,400,2,100,3,0,IMP3CAD,,1375.0,205.0,0.0,,S,N,N,S,S,S,S,0.0,,0,0,N,0.0,PDM,693000
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
7,F_1,1.3.0011,0,0.0,0.0,0.0,1375.0,205.0,0.0,S,N,S,S,S,S,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
8,F_2,1.1.0004,N,IMP3CAD,BAS SUP,MDF MELAMINA BRANCO TX 18MM                       ,UN,M2,0.2819,0.0,0.0,0.0,0.0,10,1774321200000,16:47:10,1774321200000,,,,400,2,100,1,0,IMP3CAD,,1375.0,205.0,0.0,,S,N,N,S,S,S,S,0.0,,0,0,N,0.0,PDM,693000
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
8,F_2,1.1.0004,0,0.0,0.0,0.0,1375.0,205.0,0.0,N,N,S,S,S,S,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
9,F_3,2.7.0002,N,IMP3CAD,KIT ILUMINAÇÃO FONTE,FONTE DE ALIMENTACAO 12V 5A PARA FITA LED         ,UN,UN,1.0,0.0,0.0,0.0,0.0,40,1774321200000,16:47:10,1774321200000,,,,400,2,200,7,0,IMP3CAD,,1370.0,36.0,0.0,,S,N,N,N,N,N,N,0.0,,0,0,N,0.0,PDM,
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
9,F_3,2.7.0002,0,0.0,0.0,0.0,1370.0,36.0,0.0,S,N,N,N,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
9,F_3,2.7.0023,N,IMP3CAD,KIT ILUMINAÇÃO FONTE,PLUGUE MACHO 2P 10A                               ,UN,UN,1.0,0.0,0.0,0.0,0.0,40,1774321200000,16:47:11,1774321200000,,,,400,2,200,7,0,IMP3CAD,,1370.0,36.0,0.0,,S,N,N,N,N,N,N,0.0,,0,0,N,0.0,PDM,
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
9,F_3,2.7.0023,0,0.0,0.0,0.0,1370.0,36.0,0.0,S,N,N,N,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
10,F_4,2.7.0034,N,IMP3CAD,KIT LED,FITA LED AUTO ADESIVA BRANCA MORNA                ,UN,M ,1.0,0.0,0.0,0.0,0.0,40,1774321200000,16:47:11,1774321200000,,,,400,2,200,7,0,IMP3CAD,,1298.0,0.0,0.0,,N,N,N,N,N,N,N,0.0,,0,0,N,0.0,PDM,
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
10,F_4,2.7.0034,0,0.0,0.0,0.0,1298.0,0.0,0.0,S,N,N,N,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
10,F_4,1.4.0095,N,IMP3CAD,KIT LED,FITA DUPLA FACE TRANSPARENTE 9MMX20M              ,UN,M ,1.0,0.0,0.0,0.0,0.0,40,1774321200000,16:47:11,1774321200000,,,,400,2,100,4,0,IMP3CAD,,1298.0,0.0,0.0,,N,N,N,N,N,N,N,0.0,,0,0,N,0.0,PDM,
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
10,F_4,1.4.0095,0,0.0,0.0,0.0,1298.0,0.0,0.0,S,N,N,N,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
11,F_5,2.7.0002,N,IMP3CAD,KIT ILUMINAÇÃO FONTE,FONTE DE ALIMENTACAO 12V 5A PARA FITA LED         ,UN,UN,1.0,0.0,0.0,0.0,0.0,40,1774321200000,16:47:11,1774321200000,,,,400,2,200,7,0,IMP3CAD,,1370.0,36.0,0.0,,S,N,N,N,N,N,N,0.0,,0,0,N,0.0,PDM,
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
11,F_5,2.7.0002,0,0.0,0.0,0.0,1370.0,36.0,0.0,S,N,N,N,N,N,,0.0,1
cadireta
cadcont,cadpai,cadfilho,cadstatus,cadsuscad,cadpainome,cadfilnome,cadpaium,cadfilum,caduso,cadcomp,cadlarg,cadesp,cadpeso,cadfase,cadgrav,cadhora,cadimpdt,cadimphr,cadusuimp,cadlocal,cadgrpai,cadsgpai,cadsgrfil,cadsgfil,cadoriemb,cadproj,cadarquivo,cadcobr,cadlabr,cadesbr,cadclass,cadplcor,cadusamed,cadborint,cadbordsup,cadbordinf,cadboresq,cadbordir,cadpaiarea,cadtpfil,cadpembpr,cadpembpp,cadindter,caddimper,cadapp,cadmatricula
11,F_5,2.7.0023,N,IMP3CAD,KIT ILUMINAÇÃO FONTE,PLUGUE MACHO 2P 10A                               ,UN,UN,1.0,0.0,0.0,0.0,0.0,40,1774321200000,16:47:11,1774321200000,,,,400,2,200,7,0,IMP3CAD,,1370.0,36.0,0.0,,S,N,N,N,N,N,N,0.0,,0,0,N,0.0,PDM,
cadiredi
cadcont,cadpai,cadfilho,caddseq,caddcom,caddlar,caddesp,caddcob,caddlab,caddesb,cadcor,caddbint,caddbsup,caddbinf,caddbesq,caddbdir,caddpdes,caddper,caddqtd
11,F_5,2.7.0023,0,0.0,0.0,0.0,1370.0,36.0,0.0,S,N,N,N,N,N,,0.0,1
cadproce
data,numero,numeroFabricacao,dataDesenho,rif,fileName,itembox,codpai,codpaiPedidoExisteNaEstrutur
